customer_id,city,subscription_status,payment_mode
1194,Delhi,No,UPI
1195,Bangalore,Yes,Card
1196,Mumbai,No,Card
1197,Delhi,Yes,COD
1198,Delhi,No,Card
1199,Mumbai,No,UPI
1200,Delhi,Yes,Card
1201,Delhi,Yes,Card
1202,Chennai,Yes,Card
1203,Delhi,Yes,UPI
1204,Hyderabad,No,Card
1205,Bangalore,Yes,Card
1206,Chennai,Yes,Card
1207,Delhi,Yes,Card
1208,Chennai,No,Card
1209,Bangalore,Yes,Card
1210,Chennai,Yes,COD
1211,Delhi,Yes,UPI
1212,Bangalore,Yes,Card
1213,Mumbai,No,UPI
1214,Bangalore,Yes,Card
1215,Mumbai,Yes,Card
1216,Chennai,Yes,Card
1217,Bangalore,Yes,Card
1218,Bangalore,No,UPI
1219,Chennai,Yes,UPI
1220,Hyderabad,No,Card
1221,Delhi,Yes,UPI
1222,Hyderabad,Yes,COD
1223,Delhi,No,UPI
1224,Delhi,No,Card
1225,Bangalore,No,UPI
1226,Mumbai,Yes,Card
1227,Mumbai,Yes,UPI
1228,Chennai,No,UPI
1229,Hyderabad,Yes,Card
1230,Mumbai,Yes,Card
1231,Delhi,No,UPI
1232,Bangalore,Yes,Card
1233,Delhi,No,UPI
1234,Delhi,Yes,Card
1235,Mumbai,Yes,COD
1236,Delhi,Yes,COD
1237,Delhi,Yes,UPI
1238,Hyderabad,No,COD
1239,Hyderabad,No,Card
1240,Delhi,Yes,COD
1241,Mumbai,Yes,UPI
1242,Chennai,Yes,UPI
1243,Bangalore,No,UPI
1244,Delhi,No,Card
1245,Delhi,Yes,Card
1246,Hyderabad,Yes,UPI
1247,Delhi,Yes,Card
1248,Hyderabad,Yes,UPI
1249,Chennai,Yes,UPI
1250,Mumbai,Yes,Card
1251,Hyderabad,No,UPI
1252,Bangalore,No,UPI
1253,Mumbai,Yes,Card
1254,Mumbai,Yes,COD
1255,Delhi,No,UPI
1256,Mumbai,No,COD
1257,Hyderabad,Yes,COD
1258,Bangalore,No,UPI
1259,Chennai,Yes,COD
1260,Delhi,Yes,Card
1261,Delhi,No,COD
1262,Hyderabad,No,COD
1263,Bangalore,Yes,UPI
1264,Delhi,Yes,UPI
1265,Mumbai,No,UPI
1266,Delhi,Yes,UPI
1267,Hyderabad,No,UPI
1268,Bangalore,No,UPI
1269,Hyderabad,No,UPI
1270,Mumbai,No,COD
1271,Delhi,No,Card
1272,Mumbai,Yes,UPI
1273,Mumbai,No,UPI
1274,Delhi,No,UPI
1275,Chennai,Yes,Card
1276,Bangalore,Yes,Card
1277,Mumbai,Yes,Card
1278,Delhi,No,Card
1279,Delhi,Yes,UPI
1280,Delhi,No,Card
1281,Bangalore,Yes,UPI
1282,Mumbai,No,Card
1283,Mumbai,No,COD
1284,Delhi,Yes,COD
1285,Chennai,Yes,COD
1286,Chennai,Yes,UPI
1287,Chennai,No,COD
1288,Chennai,No,UPI
1289,Chennai,Yes,COD
1290,Delhi,Yes,UPI
1291,Hyderabad,Yes,Card
1292,Delhi,No,COD
1293,Mumbai,No,UPI
1294,Mumbai,No,COD
1295,Chennai,Yes,UPI
1296,Mumbai,No,UPI
1297,Delhi,Yes,UPI
1298,Bangalore,No,COD
1299,Bangalore,Yes,UPI
1300,Bangalore,Yes,Card
1301,Mumbai,No,UPI
1302,Mumbai,No,Card
1303,Mumbai,No,Card
1304,Bangalore,Yes,UPI
1305,Delhi,Yes,Card
1306,Chennai,No,UPI
1307,Hyderabad,Yes,Card
1308,Delhi,No,UPI
1309,Chennai,Yes,COD
1310,Bangalore,Yes,Card
1311,Mumbai,Yes,Card
1312,Delhi,No,UPI
1313,Chennai,Yes,Card
1314,Bangalore,Yes,COD
1315,Bangalore,No,UPI
1316,Delhi,No,UPI
1317,Mumbai,Yes,COD
1318,Chennai,Yes,Card
1319,Delhi,Yes,Card
1320,Delhi,No,UPI
1321,Hyderabad,Yes,UPI
1322,Delhi,Yes,UPI
1323,Delhi,No,COD
1324,Bangalore,Yes,UPI
1325,Mumbai,No,UPI
1326,Hyderabad,No,UPI
1327,Bangalore,No,UPI
1328,Chennai,No,Card
1329,Chennai,Yes,Card
1330,Mumbai,No,Card
1331,Delhi,No,Card
1332,Delhi,Yes,UPI
1333,Delhi,Yes,UPI
1334,Mumbai,Yes,Card
1335,Delhi,No,UPI
1336,Mumbai,Yes,UPI
1337,Chennai,Yes,UPI
1338,Mumbai,Yes,UPI
1339,Hyderabad,Yes,Card
1340,Mumbai,Yes,UPI
1341,Bangalore,No,UPI
1342,Chennai,No,Card
1343,Bangalore,Yes,UPI
1344,Bangalore,No,Card
1345,Mumbai,Yes,UPI
1346,Hyderabad,No,UPI
1347,Mumbai,No,Card
1348,Delhi,Yes,UPI
1349,Mumbai,No,UPI
1350,Chennai,No,Card
1351,Delhi,Yes,UPI
1352,Chennai,Yes,UPI
1353,Bangalore,No,Card
1354,Delhi,Yes,COD
1355,Chennai,Yes,UPI
1356,Chennai,No,UPI
1357,Chennai,No,COD
1358,Chennai,No,COD
1359,Hyderabad,Yes,UPI
1360,Mumbai,Yes,UPI
1361,Bangalore,Yes,UPI
1362,Hyderabad,Yes,COD
1363,Bangalore,Yes,Card
1364,Mumbai,Yes,UPI
1365,Mumbai,Yes,UPI
1366,Mumbai,Yes,Card
1367,Hyderabad,No,Card
1368,Mumbai,Yes,Card
1369,Mumbai,Yes,COD
1370,Bangalore,Yes,COD
1371,Mumbai,No,Card
1372,Mumbai,Yes,COD
1373,Delhi,Yes,UPI
1374,Bangalore,Yes,UPI
1375,Chennai,Yes,UPI
1376,Chennai,No,COD
1377,Bangalore,No,Card
1378,Delhi,No,Card
1379,Delhi,Yes,COD
1380,Delhi,No,UPI
1381,Delhi,Yes,COD
1382,Hyderabad,Yes,Card
1383,Mumbai,Yes,UPI
1384,Bangalore,No,COD
1385,Delhi,Yes,UPI
1386,Bangalore,No,UPI
1387,Chennai,No,COD
1388,Bangalore,Yes,COD
1389,Hyderabad,No,UPI
1390,Chennai,Yes,Card
1391,Delhi,No,UPI
1392,Bangalore,Yes,COD
1393,Hyderabad,No,Card
1394,Bangalore,Yes,UPI
1395,Mumbai,No,Card
1396,Chennai,No,UPI
1397,Hyderabad,No,UPI
1398,Bangalore,Yes,UPI
1399,Chennai,Yes,Card
1400,Chennai,No,UPI
1401,Delhi,Yes,UPI
1402,Bangalore,No,Card
1403,Delhi,No,UPI
1404,Mumbai,No,UPI
1405,Chennai,No,UPI
1406,Mumbai,Yes,UPI
1407,Delhi,No,Card
1408,Delhi,Yes,UPI
1409,Bangalore,Yes,Card
1410,Chennai,Yes,COD
1411,Chennai,No,COD
1412,Mumbai,No,UPI
1413,Mumbai,Yes,Card
1414,Delhi,No,Card
1415,Delhi,Yes,UPI
1416,Mumbai,Yes,Card
1417,Delhi,No,Card
1418,Hyderabad,No,UPI
1419,Delhi,No,UPI
1420,Delhi,Yes,COD
1421,Mumbai,Yes,Card
1422,Mumbai,No,UPI
1423,Chennai,No,UPI
1424,Mumbai,No,UPI
1425,Mumbai,No,Card
1426,Hyderabad,Yes,COD
1427,Hyderabad,No,UPI
1428,Hyderabad,Yes,Card
1429,Chennai,No,Card
1430,Hyderabad,Yes,Card
1431,Delhi,No,UPI
1432,Chennai,Yes,UPI
1433,Hyderabad,No,Card
1434,Mumbai,Yes,UPI
1435,Mumbai,No,Card
1436,Chennai,No,UPI
1437,Hyderabad,Yes,Card
1438,Mumbai,Yes,UPI
1439,Hyderabad,Yes,Card
1440,Chennai,Yes,COD
1441,Bangalore,No,UPI
1442,Chennai,No,Card
1443,Bangalore,Yes,COD
1444,Mumbai,No,Card
1445,Mumbai,Yes,UPI
1446,Hyderabad,Yes,UPI
1447,Mumbai,Yes,Card
1448,Hyderabad,No,UPI
1449,Mumbai,No,Card
1450,Delhi,Yes,Card
1451,Chennai,No,Card
1452,Mumbai,No,COD
1453,Delhi,Yes,UPI
1454,Hyderabad,No,UPI
1455,Hyderabad,Yes,Card
1456,Hyderabad,No,COD
1457,Hyderabad,Yes,COD
1458,Bangalore,No,COD
1459,Mumbai,No,UPI
1460,Mumbai,Yes,Card
1461,Hyderabad,Yes,UPI
1462,Delhi,Yes,UPI
1463,Hyderabad,Yes,Card
1464,Mumbai,No,UPI
1465,Mumbai,Yes,COD
1466,Chennai,Yes,Card
1467,Bangalore,No,Card
1468,Hyderabad,No,Card
1469,Chennai,No,UPI
1470,Mumbai,Yes,Card
1471,Chennai,Yes,UPI
1472,Mumbai,No,UPI
1473,Hyderabad,No,Card
1474,Bangalore,Yes,Card
1475,Mumbai,No,Card
1476,Bangalore,Yes,COD
1477,Chennai,No,UPI
1478,Delhi,Yes,UPI
1479,Hyderabad,No,UPI
1480,Delhi,Yes,Card
1481,Bangalore,No,UPI
1482,Bangalore,No,UPI
1483,Chennai,No,UPI
1484,Delhi,Yes,UPI
1485,Chennai,No,UPI
1486,Bangalore,No,Card
1487,Mumbai,No,Card
1488,Bangalore,Yes,UPI
1489,Chennai,Yes,COD
1490,Bangalore,No,UPI
1491,Delhi,Yes,UPI
1492,Bangalore,Yes,UPI
1493,Bangalore,Yes,UPI
1494,Delhi,No,Card
1495,Hyderabad,Yes,Card
1496,Chennai,No,Card
1497,Bangalore,No,Card
1498,Mumbai,Yes,UPI
1499,Delhi,Yes,Card
1500,Chennai,Yes,UPI
1501,Mumbai,No,COD
1502,Chennai,No,Card
1503,Delhi,Yes,UPI
1504,Chennai,Yes,UPI
1505,Hyderabad,No,UPI
1506,Delhi,Yes,Card
1507,Chennai,Yes,Card
1508,Delhi,Yes,Card
1509,Hyderabad,No,UPI
1510,Mumbai,No,UPI
1511,Bangalore,No,UPI
1512,Delhi,Yes,Card
1513,Bangalore,Yes,Card
1514,Chennai,Yes,COD
1515,Bangalore,Yes,Card
1516,Hyderabad,Yes,Card
1517,Delhi,No,Card
1518,Delhi,Yes,UPI
1519,Mumbai,Yes,Card
1520,Delhi,Yes,COD
1521,Chennai,No,UPI
1522,Bangalore,Yes,Card
1523,Hyderabad,Yes,Card
1524,Bangalore,No,UPI
1525,Chennai,Yes,UPI
1526,Hyderabad,Yes,UPI
1527,Hyderabad,No,Card
1528,Hyderabad,Yes,Card
1529,Mumbai,No,Card
1530,Bangalore,Yes,UPI
1531,Mumbai,Yes,COD
1532,Chennai,No,UPI
1533,Mumbai,No,UPI
1534,Delhi,No,COD
1535,Mumbai,Yes,UPI
1536,Hyderabad,Yes,UPI
1537,Delhi,No,Card
1538,Bangalore,No,UPI
1539,Delhi,No,UPI
1540,Delhi,Yes,Card
1541,Chennai,No,Card
1542,Mumbai,Yes,Card
1543,Mumbai,Yes,UPI
1544,Delhi,Yes,COD
1545,Bangalore,No,UPI
1546,Mumbai,No,Card
1547,Chennai,No,COD
1548,Mumbai,No,Card
1549,Mumbai,Yes,COD
1550,Bangalore,No,COD
1551,Chennai,Yes,COD
1552,Bangalore,No,Card
1553,Delhi,Yes,UPI
1554,Bangalore,No,UPI
1555,Bangalore,Yes,Card
1556,Bangalore,No,UPI
1557,Delhi,No,UPI
1558,Bangalore,Yes,COD
1559,Bangalore,No,Card
1560,Delhi,No,UPI
1561,Mumbai,Yes,UPI
1562,Bangalore,Yes,Card
1563,Mumbai,No,Card
1564,Delhi,Yes,Card
1565,Bangalore,Yes,UPI
1566,Mumbai,No,UPI
1567,Bangalore,No,Card
1568,Chennai,No,UPI
1569,Mumbai,Yes,UPI
1570,Chennai,No,Card
1571,Mumbai,Yes,Card
1572,Mumbai,Yes,Card
1573,Bangalore,Yes,Card
1574,Delhi,Yes,Card
1575,Mumbai,No,UPI
1576,Hyderabad,No,Card
1577,Delhi,No,COD
1578,Delhi,Yes,COD
1579,Chennai,No,COD
1580,Hyderabad,Yes,Card
1581,Chennai,Yes,COD
1582,Bangalore,Yes,COD
1583,Hyderabad,No,UPI
1584,Hyderabad,No,UPI
1585,Bangalore,Yes,UPI
1586,Mumbai,Yes,Card
1587,Delhi,No,COD
1588,Bangalore,Yes,UPI
1589,Chennai,Yes,Card
1590,Mumbai,No,COD
1591,Hyderabad,No,UPI
1592,Bangalore,Yes,COD
1593,Bangalore,Yes,UPI
1594,Chennai,No,Card
1595,Delhi,Yes,Card
1596,Hyderabad,No,Card
1597,Mumbai,Yes,Card
1598,Hyderabad,No,COD
1599,Hyderabad,Yes,COD
1600,Delhi,No,UPI
1601,Bangalore,Yes,Card
1602,Delhi,No,Card
1603,Hyderabad,Yes,Card
1604,Delhi,Yes,COD
1605,Mumbai,Yes,COD
1606,Chennai,Yes,UPI
1607,Mumbai,No,Card
1608,Hyderabad,No,Card
1609,Hyderabad,No,Card
1610,Bangalore,Yes,COD
1611,Bangalore,Yes,UPI
1612,Chennai,Yes,UPI
1613,Chennai,Yes,UPI
1614,Bangalore,No,UPI
1615,Hyderabad,Yes,Card
1616,Bangalore,Yes,Card
1617,Chennai,Yes,Card
1618,Mumbai,Yes,Card
1619,Delhi,Yes,Card
1620,Mumbai,No,Card
1621,Delhi,No,UPI
1622,Bangalore,Yes,COD
1623,Delhi,No,Card
1624,Hyderabad,Yes,Card
1625,Chennai,No,Card
1626,Mumbai,Yes,Card
1627,Delhi,Yes,UPI
1628,Bangalore,No,Card
1629,Hyderabad,Yes,UPI
1630,Bangalore,Yes,COD
1631,Delhi,Yes,UPI
1632,Mumbai,No,UPI
1633,Mumbai,No,Card
1634,Delhi,Yes,UPI
1635,Mumbai,Yes,Card
1636,Hyderabad,No,COD
1637,Hyderabad,No,UPI
1638,Mumbai,Yes,Card
1639,Bangalore,Yes,COD
1640,Mumbai,Yes,COD
1641,Delhi,No,COD
1642,Mumbai,No,Card
1643,Bangalore,Yes,COD
1644,Hyderabad,Yes,Card
1645,Delhi,No,Card
1646,Mumbai,No,Card
1647,Delhi,No,Card
1648,Delhi,Yes,UPI
1649,Delhi,No,UPI
1650,Delhi,Yes,Card
1651,Bangalore,No,COD
1652,Delhi,Yes,COD
1653,Delhi,No,Card
1654,Hyderabad,Yes,UPI
1655,Delhi,Yes,Card
1656,Delhi,Yes,Card
1657,Mumbai,No,COD
1658,Mumbai,No,Card
1659,Hyderabad,Yes,COD
1660,Delhi,No,UPI
1661,Bangalore,Yes,Card
1662,Bangalore,Yes,Card
1663,Chennai,Yes,UPI
1664,Delhi,Yes,Card
1665,Hyderabad,No,UPI
1666,Mumbai,Yes,UPI
1667,Delhi,No,UPI
1668,Mumbai,No,UPI
1669,Chennai,Yes,COD
1670,Mumbai,Yes,Card
1671,Hyderabad,No,UPI
1672,Delhi,Yes,Card
1673,Hyderabad,No,COD
1674,Delhi,No,UPI
1675,Bangalore,Yes,COD
1676,Mumbai,No,UPI
1677,Delhi,Yes,UPI
1678,Delhi,Yes,UPI
1679,Delhi,No,Card
1680,Bangalore,Yes,UPI
1681,Bangalore,Yes,UPI
1682,Delhi,No,COD
1683,Mumbai,Yes,Card
1684,Delhi,No,Card
1685,Chennai,No,UPI
1686,Bangalore,No,Card
1687,Mumbai,No,UPI
1688,Delhi,Yes,COD
1689,Delhi,Yes,UPI
1690,Delhi,Yes,COD
1691,Bangalore,No,UPI
1692,Hyderabad,No,UPI
1693,Bangalore,No,UPI
1694,Hyderabad,No,Card
1695,Delhi,No,UPI
1696,Mumbai,No,Card
1697,Mumbai,Yes,Card
1698,Bangalore,Yes,UPI
1699,Hyderabad,Yes,UPI
1700,Chennai,Yes,Card
1701,Delhi,Yes,Card
1702,Delhi,Yes,Card
1703,Delhi,Yes,COD
1704,Hyderabad,No,COD
1705,Hyderabad,Yes,Card
1706,Mumbai,Yes,Card
1707,Mumbai,No,UPI
1708,Delhi,No,COD
1709,Delhi,No,UPI
1710,Mumbai,No,UPI
1711,Delhi,Yes,Card
1712,Delhi,Yes,COD
1713,Chennai,No,Card
1714,Delhi,Yes,UPI
1715,Hyderabad,Yes,UPI
1716,Bangalore,Yes,COD
1717,Chennai,No,Card
1718,Hyderabad,Yes,Card
1719,Mumbai,Yes,Card
1720,Delhi,No,COD
1721,Chennai,Yes,Card
1722,Delhi,Yes,COD
1723,Bangalore,No,Card
1724,Delhi,Yes,UPI
1725,Chennai,Yes,UPI
1726,Bangalore,Yes,UPI
1727,Hyderabad,No,UPI
1728,Bangalore,No,COD
1729,Chennai,No,Card
1730,Mumbai,Yes,UPI
1731,Bangalore,No,Card
1732,Delhi,Yes,COD
1733,Mumbai,No,COD
1734,Bangalore,Yes,COD
1735,Chennai,No,UPI
1736,Hyderabad,Yes,Card
1737,Chennai,No,COD
1738,Hyderabad,Yes,Card
1739,Mumbai,Yes,COD
1740,Hyderabad,Yes,UPI
1741,Mumbai,Yes,Card
1742,Mumbai,No,UPI
1743,Bangalore,No,Card
1744,Hyderabad,No,UPI
1745,Bangalore,Yes,UPI
1746,Chennai,Yes,COD
1747,Delhi,Yes,COD
1748,Chennai,Yes,COD
1749,Bangalore,Yes,Card
1750,Mumbai,No,UPI
1751,Bangalore,Yes,Card
1752,Bangalore,Yes,UPI
1753,Delhi,No,UPI
1754,Bangalore,No,UPI
1755,Bangalore,No,UPI
1756,Bangalore,Yes,UPI
1757,Bangalore,No,COD
1758,Hyderabad,Yes,COD
1759,Bangalore,Yes,UPI
1760,Hyderabad,No,COD
1761,Chennai,Yes,COD
1762,Bangalore,Yes,Card
1763,Delhi,No,Card
1764,Chennai,Yes,UPI
1765,Hyderabad,Yes,UPI
1766,Delhi,Yes,Card
1767,Bangalore,Yes,Card
1768,Hyderabad,Yes,UPI
1769,Bangalore,Yes,Card
1770,Bangalore,Yes,UPI
1771,Delhi,Yes,UPI
1772,Delhi,No,UPI
1773,Hyderabad,Yes,Card
1774,Mumbai,Yes,UPI
1775,Delhi,No,UPI
1776,Mumbai,No,UPI
1777,Bangalore,Yes,COD
1778,Mumbai,Yes,COD
1779,Mumbai,No,Card
1780,Bangalore,No,UPI
1781,Mumbai,Yes,COD
1782,Mumbai,Yes,UPI
1783,Mumbai,No,COD
1784,Mumbai,No,Card
1785,Mumbai,No,COD
1786,Delhi,No,UPI
1787,Delhi,Yes,UPI
1788,Hyderabad,Yes,Card
1789,Hyderabad,No,UPI
1790,Delhi,Yes,Card
1791,Delhi,Yes,Card
1792,Hyderabad,No,Card
1793,Hyderabad,Yes,UPI
1794,Delhi,No,UPI
1795,Chennai,No,UPI
1796,Delhi,Yes,Card
1797,Bangalore,Yes,Card
1798,Chennai,No,Card
1799,Mumbai,No,UPI
1800,Chennai,No,UPI
1801,Mumbai,No,Card
1802,Hyderabad,Yes,Card
1803,Bangalore,Yes,Card
1804,Mumbai,No,UPI
1805,Mumbai,No,UPI
1806,Mumbai,No,Card
1807,Delhi,Yes,COD
1808,Delhi,No,COD
1809,Hyderabad,No,Card
1810,Mumbai,Yes,COD
1811,Hyderabad,No,UPI
1812,Delhi,Yes,Card
1813,Bangalore,Yes,UPI
1814,Mumbai,No,UPI
1815,Mumbai,Yes,COD
1816,Chennai,No,COD
1817,Delhi,Yes,COD
1818,Bangalore,No,Card
1819,Hyderabad,Yes,Card
1820,Delhi,No,UPI
1821,Mumbai,Yes,UPI
1822,Delhi,Yes,UPI
1823,Hyderabad,No,Card
1824,Delhi,No,COD
1825,Hyderabad,No,UPI
1826,Delhi,No,UPI
1827,Mumbai,No,Card
1828,Bangalore,No,Card
1829,Mumbai,No,UPI
1830,Bangalore,No,UPI
1831,Hyderabad,Yes,UPI
1832,Delhi,Yes,UPI
1833,Delhi,No,Card
1834,Delhi,No,Card
1835,Chennai,Yes,COD
1836,Bangalore,Yes,COD
1837,Mumbai,No,Card
1838,Hyderabad,Yes,Card
1839,Bangalore,Yes,COD
1840,Delhi,Yes,COD
1841,Delhi,No,Card
1842,Hyderabad,Yes,COD
1843,Mumbai,Yes,UPI
1844,Mumbai,No,UPI
1845,Bangalore,Yes,Card
1846,Bangalore,Yes,Card
1847,Hyderabad,No,Card
1848,Delhi,Yes,Card
1849,Mumbai,Yes,Card
1850,Mumbai,Yes,Card
1851,Mumbai,No,UPI
1852,Delhi,Yes,COD
1853,Delhi,Yes,Card
1854,Bangalore,Yes,UPI
1855,Delhi,Yes,COD
1856,Chennai,Yes,UPI
1857,Delhi,Yes,COD
1858,Hyderabad,Yes,Card
1859,Chennai,No,Card
1860,Bangalore,Yes,UPI
1861,Delhi,No,Card
1862,Delhi,No,UPI
1863,Mumbai,No,Card
1864,Hyderabad,Yes,Card
1865,Delhi,Yes,Card
1866,Bangalore,No,UPI
1867,Hyderabad,No,Card
1868,Bangalore,Yes,UPI
1869,Hyderabad,No,UPI
1870,Delhi,Yes,COD
1871,Delhi,No,Card
1872,Delhi,Yes,UPI
1873,Hyderabad,Yes,Card
1874,Hyderabad,Yes,COD
1875,Chennai,Yes,UPI
1876,Delhi,Yes,COD
1877,Mumbai,No,COD
1878,Delhi,No,UPI
1879,Chennai,Yes,Card
1880,Chennai,Yes,COD
1881,Delhi,Yes,COD
1882,Mumbai,Yes,COD
1883,Chennai,No,UPI
1884,Bangalore,No,UPI
1885,Mumbai,Yes,UPI
1886,Hyderabad,Yes,UPI
1887,Delhi,Yes,UPI
1888,Delhi,No,UPI
1889,Chennai,Yes,UPI
1890,Chennai,No,UPI
1891,Delhi,Yes,Card
1892,Hyderabad,No,COD
1893,Delhi,No,Card
1894,Chennai,Yes,UPI
1895,Mumbai,Yes,UPI
1896,Hyderabad,No,Card
1897,Mumbai,No,UPI
1898,Bangalore,No,Card
1899,Mumbai,Yes,UPI
1900,Mumbai,Yes,Card
1901,Mumbai,Yes,UPI
1902,Mumbai,Yes,Card
1903,Delhi,No,UPI
1904,Delhi,Yes,UPI
1905,Hyderabad,Yes,UPI
1906,Delhi,Yes,COD
1907,Bangalore,Yes,UPI
1908,Delhi,Yes,UPI
1909,Delhi,Yes,COD
1910,Hyderabad,Yes,COD
1911,Chennai,Yes,UPI
