order_id,customer_id,product_id,quantity,discounted_price,revenue,order_date,,,,
39,5045,653,2,19777.10,39554.20,30-03-2023,,,,
40,4188,767,1,5033.60,5033.60,06-09-2023,,,,
41,4127,753,1,1940.40,1940.40,02-07-2023,,,,
42,4109,501,3,6340.80,19022.40,07-11-2023,,,,
43,4101,276,1,53052.75,53052.75,04-12-2023,,,,
44,3826,336,2,79369.65,158739.30,23-12-2023,,,,
45,3239,392,1,29265.12,29265.12,28-11-2023,,,,
46,1793,205,4,41518.25,166073.00,02-08-2023,,,,
47,3815,619,5,36041.81,180209.03,23-06-2023,,,,
48,4867,231,4,6448.95,25795.80,21-03-2023,,,,
49,4695,643,3,26081.78,78245.33,01-02-2023,,,,
50,4970,222,1,5030.10,5030.10,16-06-2023,,,,
51,1277,374,2,4263.75,8527.50,27-08-2023,,,,
52,4022,621,5,9002.40,45012.00,29-09-2023,,,,
53,1329,415,1,2599.30,2599.30,03-05-2023,,,,
54,3400,789,1,70815.00,70815.00,29-08-2023,,,,
55,3250,760,5,17253.00,86265.00,23-10-2023,,,,
56,3591,655,2,27850.77,55701.54,27-12-2023,,,,
57,1483,450,3,8196.98,24590.93,26-10-2023,,,,
58,2924,390,3,60849.36,182548.08,12-07-2023,,,,
59,2976,337,1,5367.97,5367.97,31-10-2023,,,,
60,4878,231,3,8099.80,24299.39,10-05-2023,,,,
61,1878,719,4,26598.40,106393.60,12-01-2023,,,,
62,1874,288,5,1449.60,7248.00,16-11-2023,,,,
63,4833,656,3,735.00,2205.00,20-03-2023,,,,
64,3545,660,3,32724.00,98172.00,29-03-2023,,,,
65,5182,677,1,27901.65,27901.65,23-04-2023,,,,
66,2855,708,5,2828.46,14142.30,19-07-2023,,,,
67,2259,591,5,4642.20,23211.00,02-12-2023,,,,
68,4525,748,2,33622.56,67245.12,25-01-2023,,,,
69,5418,247,5,73414.58,367072.88,29-09-2023,,,,
70,4646,694,1,19217.36,19217.36,09-01-2023,,,,
71,3591,269,5,19035.29,95176.46,14-04-2023,,,,
72,5475,361,1,52438.10,52438.10,12-03-2023,,,,
73,3133,657,2,6215.63,12431.25,10-08-2023,,,,
74,5604,564,4,93090.06,372360.24,14-12-2023,,,,
75,3514,216,2,5559.75,11119.50,17-04-2023,,,,
76,5604,291,3,1654.02,4962.05,30-05-2023,,,,
77,3393,395,2,9504.72,19009.44,04-01-2023,,,,
78,2565,425,1,38445.44,38445.44,14-05-2023,,,,
79,3442,766,4,1866.56,7466.24,13-01-2023,,,,
80,4585,230,4,8072.63,32290.50,26-08-2023,,,,
81,4855,253,4,11658.78,46635.12,29-07-2023,,,,
82,2628,409,1,2600.15,2600.15,23-03-2023,,,,
83,5428,267,2,7201.92,14403.84,14-08-2023,,,,
84,5026,322,5,49799.95,248999.75,26-03-2023,,,,
85,2155,355,2,1285.63,2571.25,24-05-2023,,,,
86,5346,730,1,2817.32,2817.32,25-05-2023,,,,
87,1216,322,5,4046.90,20234.50,23-09-2023,,,,
88,5767,483,2,3852.06,7704.12,22-07-2023,,,,
89,4243,373,2,48491.20,96982.40,19-11-2023,,,,
90,1123,781,1,5605.92,5605.92,13-11-2023,,,,
91,2819,537,1,4221.00,4221.00,16-04-2023,,,,
92,1725,361,3,68082.12,204246.36,27-12-2023,,,,
93,3822,376,4,3290.80,13163.20,29-03-2023,,,,
94,4645,485,5,5059.58,25297.91,04-04-2023,,,,
95,3499,455,5,70047.68,350238.40,04-11-2023,,,,
96,4486,452,2,21896.00,43792.00,03-11-2023,,,,
97,1068,548,2,1976.00,3952.00,18-09-2023,,,,
98,1963,616,2,82394.64,164789.28,15-12-2023,,,,
99,5365,290,1,4400.10,4400.10,30-03-2023,,,,
100,4603,273,2,55153.50,110307.00,16-10-2023,,,,
101,4156,380,4,56559.06,226236.24,13-12-2023,,,,
102,2553,613,3,37018.80,111056.40,27-12-2023,,,,
103,2072,474,2,4679.10,9358.20,17-03-2023,,,,
104,5390,267,2,4891.65,9783.29,18-05-2023,,,,
105,1164,519,5,12524.58,62622.90,06-07-2023,,,,
106,3737,265,3,3980.40,11941.20,04-10-2023,,,,
107,2408,520,1,8425.71,8425.71,24-12-2023,,,,
108,5075,767,2,26645.00,53290.00,03-03-2023,,,,
109,4771,724,4,21849.05,87396.20,11-03-2023,,,,
110,5794,581,3,3429.69,10289.07,25-05-2023,,,,
111,1711,256,3,4448.57,13345.70,11-02-2023,,,,
112,2846,772,2,4675.00,9350.00,08-03-2023,,,,
113,4347,301,1,54889.58,54889.58,30-09-2023,,,,
114,3435,225,4,4362.54,17450.16,21-09-2023,,,,
115,4907,793,1,8777.60,8777.60,23-11-2023,,,,
116,4873,422,2,4227.00,8454.00,15-10-2023,,,,
117,2551,430,4,20798.91,83195.64,26-05-2023,,,,
118,3563,629,3,8440.56,25321.68,21-12-2023,,,,
119,4778,393,4,23611.73,94446.90,15-02-2023,,,,
120,4051,673,4,11437.60,45750.40,02-01-2023,,,,
121,2860,731,3,8936.40,26809.20,15-05-2023,,,,
122,2322,366,4,52270.90,209083.60,10-05-2023,,,,
123,2367,223,2,28510.02,57020.04,17-05-2023,,,,
124,4494,753,1,54437.28,54437.28,19-11-2023,,,,
125,4533,764,3,12841.20,38523.60,17-07-2023,,,,
126,5788,630,2,36607.23,73214.46,16-05-2023,,,,
127,3870,348,3,10912.00,32736.00,01-11-2023,,,,
128,1679,651,4,2068.74,8274.96,01-12-2023,,,,
129,2007,284,3,7760.16,23280.48,30-11-2023,,,,
130,3380,328,5,2088.96,10444.80,05-07-2023,,,,
131,2340,349,4,78949.44,315797.76,11-11-2023,,,,
132,4913,732,1,73329.84,73329.84,17-12-2023,,,,
133,2705,305,2,2558.16,5116.32,25-12-2023,,,,
134,4924,325,3,19692.00,59076.00,09-03-2023,,,,
135,1955,721,3,9548.64,28645.92,09-12-2023,,,,
136,2368,233,1,5571.94,5571.94,11-05-2023,,,,
137,2047,429,3,3270.80,9812.41,18-04-2023,,,,
138,2204,221,2,5124.80,10249.60,10-11-2023,,,,
139,2492,281,3,1264.41,3793.23,26-02-2023,,,,
140,5520,334,5,11342.43,56712.15,11-12-2023,,,,
141,5040,245,1,30750.17,30750.17,30-05-2023,,,,
142,2198,691,5,46585.06,232925.28,21-05-2023,,,,
143,3329,587,3,1186.50,3559.50,13-04-2023,,,,
144,1251,252,4,55843.56,223374.24,15-07-2023,,,,
145,1299,308,2,49202.01,98404.02,04-05-2023,,,,
146,1165,231,3,6519.57,19558.70,06-09-2023,,,,
147,5218,486,2,77479.20,154958.40,17-12-2023,,,,
148,5393,214,3,4278.15,12834.45,22-10-2023,,,,
149,1937,779,1,1995.20,1995.20,05-11-2023,,,,
150,5614,521,1,24300.99,24300.99,27-12-2023,,,,
151,4241,384,3,51204.80,153614.40,28-11-2023,,,,
152,5356,277,4,1605.50,6422.00,27-03-2023,,,,
153,3047,730,4,28869.31,115477.25,24-06-2023,,,,
154,3096,301,5,21006.05,105030.25,30-09-2023,,,,
155,3322,389,2,72834.80,145669.60,21-11-2023,,,,
156,5851,450,1,2069.20,2069.20,27-06-2023,,,,
157,3259,377,4,4000.97,16003.89,10-04-2023,,,,
158,5659,368,5,61362.85,306814.25,04-06-2023,,,,
159,4172,332,2,6138.90,12277.80,09-02-2023,,,,
160,5717,779,1,6397.20,6397.20,20-12-2023,,,,
161,4533,204,2,7201.92,14403.84,09-06-2023,,,,
162,1605,466,1,4255.29,4255.29,23-09-2023,,,,
163,4520,265,1,5598.83,5598.83,15-10-2023,,,,
164,2711,679,5,11916.56,59582.81,29-08-2023,,,,
165,3058,227,5,4381.50,21907.50,23-10-2023,,,,
166,5480,488,2,20985.60,41971.20,18-11-2023,,,,
167,5429,203,5,27282.48,136412.40,22-07-2023,,,,
168,3576,223,5,6299.64,31498.20,08-07-2023,,,,
169,3618,492,5,35849.25,179246.25,25-10-2023,,,,
170,3446,517,4,29874.65,119498.60,07-09-2023,,,,
171,4105,710,3,15684.48,47053.44,08-01-2023,,,,
172,5269,289,5,49111.88,245559.38,28-08-2023,,,,
173,1174,690,1,36837.60,36837.60,03-07-2023,,,,
174,1367,750,2,89537.40,179074.80,18-12-2023,,,,
175,2908,606,4,921.70,3686.80,21-09-2023,,,,
176,5085,592,2,31997.00,63994.00,17-03-2023,,,,
177,1292,716,3,11660.80,34982.40,09-11-2023,,,,
178,2773,681,5,33915.95,169579.75,18-03-2023,,,,
179,2073,488,1,42881.04,42881.04,14-02-2023,,,,
180,4797,319,4,4486.30,17945.20,27-03-2023,,,,
181,3356,717,3,6745.70,20237.10,11-09-2023,,,,
182,4284,217,5,4146.30,20731.50,08-02-2023,,,,
183,3225,263,2,39443.53,78887.05,03-05-2023,,,,
184,4776,511,3,4930.56,14791.68,06-11-2023,,,,
185,4231,338,2,1698.60,3397.20,12-07-2023,,,,
186,4254,791,1,6484.99,6484.99,05-09-2023,,,,
187,4342,728,4,6246.00,24984.00,11-07-2023,,,,
188,4407,322,5,23347.20,116736.00,13-11-2023,,,,
189,5671,409,3,454.92,1364.76,26-01-2023,,,,
190,4380,447,3,39472.92,118418.76,11-12-2023,,,,
191,3576,200,3,1488.08,4464.24,25-11-2023,,,,
192,5293,629,4,43764.80,175059.20,17-11-2023,,,,
193,1241,606,5,22088.00,110440.00,25-03-2023,,,,
194,2221,338,5,77136.80,385684.00,23-09-2023,,,,
195,1879,669,2,6653.04,13306.08,30-11-2023,,,,
196,1185,568,3,12528.75,37586.25,05-08-2023,,,,
197,1803,758,2,5494.80,10989.60,21-10-2023,,,,
198,4020,222,4,58373.90,233495.60,22-09-2023,,,,
199,3489,401,4,72956.96,291827.84,18-11-2023,,,,
200,4833,351,2,54773.35,109546.70,19-06-2023,,,,
201,3042,229,2,67813.12,135626.24,13-11-2023,,,,
202,4670,427,5,43983.81,219919.06,03-08-2023,,,,
203,5271,779,4,64065.15,256260.60,26-10-2023,,,,
204,2964,360,1,84701.43,84701.43,03-12-2023,,,,
205,5845,736,5,30027.74,150138.71,19-04-2023,,,,
206,1347,586,3,45516.78,136550.34,01-02-2023,,,,
207,2934,219,5,49357.44,246787.20,09-11-2023,,,,
208,2606,310,2,22445.56,44891.11,10-05-2023,,,,
209,1969,385,2,4665.60,9331.20,28-01-2023,,,,
210,5335,436,5,679.32,3396.60,28-02-2023,,,,
211,1031,526,5,17012.60,85063.00,30-05-2023,,,,
212,5415,689,5,3724.00,18620.00,22-01-2023,,,,
213,3137,755,2,3224.16,6448.32,11-11-2023,,,,
214,2525,391,3,9503.33,28509.98,28-10-2023,,,,
215,1711,300,3,2550.38,7651.13,10-08-2023,,,,
216,2413,319,4,5708.30,22833.20,01-09-2023,,,,
217,2408,435,1,2925.60,2925.60,04-06-2023,,,,
218,3445,589,1,1195.48,1195.48,07-09-2023,,,,
219,1032,339,4,35731.25,142925.00,01-08-2023,,,,
220,3835,278,4,2960.44,11841.75,15-08-2023,,,,
221,4595,256,1,5299.00,5299.00,04-08-2023,,,,
222,2579,730,4,6201.03,24804.12,21-05-2023,,,,
223,5153,704,3,35951.04,107853.12,23-02-2023,,,,
224,4279,478,1,1476.00,1476.00,14-01-2023,,,,
225,3122,642,3,16775.00,50325.00,22-08-2023,,,,
226,2821,279,1,12838.68,12838.68,22-01-2023,,,,
227,3160,663,1,14922.40,14922.40,21-01-2023,,,,
228,2151,773,1,8552.28,8552.28,28-06-2023,,,,
229,1545,555,4,854.40,3417.60,18-01-2023,,,,
230,1570,479,4,1112.48,4449.92,24-01-2023,,,,
231,1719,780,1,2818.94,2818.94,12-04-2023,,,,
232,2044,534,1,40802.40,40802.40,12-02-2023,,,,
233,4373,447,2,13699.50,27399.00,04-10-2023,,,,
234,1802,243,4,9628.16,38512.62,05-02-2023,,,,
235,4081,596,4,14989.00,59956.00,01-08-2023,,,,
236,1322,611,2,4372.80,8745.60,27-11-2023,,,,
237,2416,334,5,64122.10,320610.51,09-06-2023,,,,
238,4781,773,5,37737.90,188689.50,06-02-2023,,,,
239,3594,336,3,55988.46,167965.38,06-05-2023,,,,
240,5787,776,3,5187.00,15561.00,22-08-2023,,,,
241,2140,341,2,25485.38,50970.76,01-06-2023,,,,
242,1283,618,5,1501.50,7507.50,19-04-2023,,,,
243,3447,758,2,17457.20,34914.40,11-03-2023,,,,
244,2827,308,1,5860.08,5860.08,23-09-2023,,,,
245,3858,573,3,10468.80,31406.40,16-02-2023,,,,
246,1428,216,4,4748.48,18993.92,16-05-2023,,,,
247,5599,693,3,5960.78,17882.32,20-10-2023,,,,
248,1527,632,4,6695.28,26781.12,13-01-2023,,,,
249,4046,660,2,6222.97,12445.95,09-10-2023,,,,
250,4089,488,4,5703.08,22812.30,30-04-2023,,,,
251,1349,467,4,1493.76,5975.04,31-01-2023,,,,
252,2364,426,1,55471.97,55471.97,13-04-2023,,,,
253,1822,716,3,4793.04,14379.12,25-04-2023,,,,
254,3997,440,1,37730.96,37730.96,12-11-2023,,,,
255,2050,437,5,8665.20,43326.00,17-03-2023,,,,
256,2887,626,2,14317.12,28634.24,10-04-2023,,,,
257,2889,402,4,42068.57,168274.26,12-04-2023,,,,
258,4680,381,3,849.42,2548.26,13-05-2023,,,,
259,2916,462,5,2014.38,10071.90,04-07-2023,,,,
260,3073,725,4,54219.24,216876.96,14-07-2023,,,,
261,3900,637,4,8932.95,35731.80,26-09-2023,,,,
262,1136,242,1,16754.00,16754.00,23-03-2023,,,,
263,3871,291,2,29895.17,59790.34,27-06-2023,,,,
264,3682,662,2,38534.40,77068.80,21-11-2023,,,,
265,5427,210,4,32431.25,129725.00,04-08-2023,,,,
266,2503,780,4,92221.20,368884.80,25-12-2023,,,,
267,2870,309,3,21720.90,65162.70,15-03-2023,,,,
268,1813,661,3,7710.12,23130.36,08-07-2023,,,,
269,1867,413,5,3578.67,17893.35,02-12-2023,,,,
270,3164,501,2,3779.10,7558.20,30-09-2023,,,,
271,1617,429,4,37756.42,151025.68,28-09-2023,,,,
272,2108,310,4,1787.04,7148.16,15-12-2023,,,,
273,5801,459,5,1990.40,9952.00,21-01-2023,,,,
274,4969,679,2,4145.40,8290.80,08-04-2023,,,,
275,2259,411,2,2146.08,4292.16,12-01-2023,,,,
276,1435,532,3,29966.75,89900.25,08-08-2023,,,,
277,1725,274,5,21699.90,108499.50,06-02-2023,,,,
278,4156,672,5,21553.98,107769.90,10-04-2023,,,,
279,2267,716,1,15414.08,15414.08,13-06-2023,,,,
280,3328,381,2,1446.74,2893.49,28-04-2023,,,,
281,4041,696,2,19472.78,38945.56,17-06-2023,,,,
282,4544,230,3,8078.40,24235.20,05-11-2023,,,,
283,2671,563,4,66998.40,267993.60,07-10-2023,,,,
284,3385,614,5,1030.37,5151.85,19-05-2023,,,,
285,5497,203,1,79522.56,79522.56,03-12-2023,,,,
286,2982,577,2,23314.65,46629.30,07-03-2023,,,,
287,3526,617,3,40956.30,122868.90,27-05-2023,,,,
288,2868,668,3,2694.40,8083.20,19-11-2023,,,,
289,2286,441,4,9164.34,36657.36,06-12-2023,,,,
290,3798,510,1,7002.00,7002.00,02-10-2023,,,,
291,2484,389,3,27095.85,81287.55,08-10-2023,,,,
292,4597,519,5,5641.92,28209.60,11-11-2023,,,,
293,1379,350,5,1526.40,7632.00,21-01-2023,,,,
294,1286,774,5,78811.20,394056.00,24-12-2023,,,,
295,5126,645,5,1694.72,8473.60,23-11-2023,,,,
296,5969,605,4,82904.40,331617.60,10-12-2023,,,,
297,3603,228,4,910.13,3640.50,29-08-2023,,,,
298,4332,772,5,6164.63,30823.13,30-08-2023,,,,
299,1643,213,1,17384.40,17384.40,08-03-2023,,,,
300,5082,520,3,45125.00,135375.00,29-03-2023,,,,
301,4407,630,5,62601.96,313009.80,04-07-2023,,,,
302,3533,620,4,5033.60,20134.40,10-05-2023,,,,
303,4451,276,2,4394.88,8789.76,20-11-2023,,,,
304,1294,362,2,19644.30,39288.60,23-09-2023,,,,
305,2220,798,4,2622.24,10488.96,17-11-2023,,,,
306,1219,735,1,14947.11,14947.11,10-12-2023,,,,
307,2652,268,3,22138.65,66415.95,01-10-2023,,,,
308,3508,248,5,60185.97,300929.85,30-09-2023,,,,
309,4148,681,3,15008.96,45026.88,29-11-2023,,,,
310,5680,733,4,10950.13,43800.51,23-06-2023,,,,
311,3826,455,1,5736.42,5736.42,07-02-2023,,,,
312,1546,426,1,1693.12,1693.12,31-05-2023,,,,
313,1261,236,3,16774.72,50324.16,05-11-2023,,,,
314,3226,507,5,4595.40,22977.00,01-07-2023,,,,
315,1769,711,3,2416.89,7250.67,02-04-2023,,,,
316,3512,549,2,47904.30,95808.60,26-12-2023,,,,
317,1267,461,1,3384.36,3384.36,16-04-2023,,,,
318,5676,548,1,3530.15,3530.15,24-04-2023,,,,
319,5461,357,1,6080.63,6080.63,26-08-2023,,,,
320,2502,210,1,39237.75,39237.75,27-10-2023,,,,
321,3502,612,2,1438.88,2877.76,19-06-2023,,,,
322,5684,694,2,1466.19,2932.38,18-05-2023,,,,
323,1565,247,5,931.95,4659.75,27-10-2023,,,,
324,2908,522,5,59931.89,299659.43,25-09-2023,,,,
325,3861,580,1,1534.33,1534.33,20-05-2023,,,,
326,1264,467,4,9002.40,36009.60,15-08-2023,,,,
327,2267,242,1,3911.60,3911.60,13-05-2023,,,,
328,4375,596,1,17493.00,17493.00,17-10-2023,,,,
329,5356,305,1,36775.26,36775.26,06-07-2023,,,,
330,3857,783,3,14669.55,44008.65,21-04-2023,,,,
331,3077,540,3,501.60,1504.80,07-01-2023,,,,
332,2381,240,2,45388.80,90777.60,19-01-2023,,,,
333,5911,772,5,2836.62,14183.10,03-02-2023,,,,
334,3058,618,4,794.88,3179.52,05-07-2023,,,,
335,1567,582,4,32438.88,129755.52,24-11-2023,,,,
336,5128,339,1,2303.75,2303.75,10-08-2023,,,,
337,5554,311,1,6650.47,6650.47,17-09-2023,,,,
338,1031,618,4,14644.80,58579.20,25-11-2023,,,,
339,4218,295,1,45204.04,45204.04,06-01-2023,,,,
340,5195,647,5,4344.30,21721.50,13-10-2023,,,,
341,1437,513,3,28924.72,86774.16,07-05-2023,,,,
342,5865,497,2,3281.76,6563.52,17-01-2023,,,,
343,4551,473,2,26767.65,53535.30,09-04-2023,,,,
344,2340,437,4,48430.20,193720.80,10-04-2023,,,,
345,4665,324,1,3583.44,3583.44,02-12-2023,,,,
346,4714,374,1,8552.28,8552.28,01-04-2023,,,,
347,1666,680,5,51461.04,257305.20,05-11-2023,,,,
348,4615,705,4,2872.80,11491.20,01-01-2023,,,,
349,4356,566,3,40530.42,121591.26,01-07-2023,,,,
350,3052,767,4,61090.88,244363.50,02-06-2023,,,,
351,2052,694,2,29088.00,58176.00,15-07-2023,,,,
352,4140,726,2,33887.33,67774.67,14-04-2023,,,,
353,2319,285,2,37740.00,75480.00,10-03-2023,,,,
354,5252,407,1,37946.61,37946.61,30-09-2023,,,,
355,3098,680,4,15942.85,63771.41,23-06-2023,,,,
356,5301,678,1,42599.52,42599.52,04-02-2023,,,,
357,4842,288,4,3075.45,12301.80,07-04-2023,,,,
358,3771,440,2,42055.20,84110.40,01-10-2023,,,,
359,2246,686,1,2405.78,2405.78,29-09-2023,,,,
360,4495,576,1,4841.55,4841.55,22-04-2023,,,,
361,5443,567,4,2569.50,10278.00,08-10-2023,,,,
362,1604,755,2,7999.56,15999.12,14-12-2023,,,,
363,3921,615,2,78937.02,157874.04,10-12-2023,,,,
364,3225,285,4,50988.60,203954.40,16-02-2023,,,,
365,1160,443,5,3151.71,15758.55,14-02-2023,,,,
366,2452,362,2,7201.92,14403.84,17-03-2023,,,,
367,2691,219,5,57555.00,287775.00,08-03-2023,,,,
368,2987,233,1,1228.50,1228.50,05-03-2023,,,,
369,3326,293,5,62102.40,310512.00,16-11-2023,,,,
370,4981,318,2,5768.40,11536.80,18-06-2023,,,,
371,1041,701,3,29603.90,88811.70,21-03-2023,,,,
372,2793,544,3,36143.57,108430.72,23-04-2023,,,,
373,3692,279,1,19360.00,19360.00,17-08-2023,,,,
374,3946,698,1,23329.20,23329.20,18-10-2023,,,,
375,1930,247,1,4636.80,4636.80,06-01-2023,,,,
376,3259,759,5,62608.30,313041.50,03-06-2023,,,,
377,4776,555,3,33027.60,99082.80,09-03-2023,,,,
378,3634,670,3,96240.60,288721.80,06-12-2023,,,,
379,4851,409,3,3537.00,10611.00,23-02-2023,,,,
380,2364,655,3,15440.30,46320.91,15-06-2023,,,,
381,4849,229,4,6627.96,26511.84,30-12-2023,,,,
382,2926,584,5,7656.00,38280.00,03-11-2023,,,,
383,1243,301,1,8579.52,8579.52,30-12-2023,,,,
384,2149,750,2,54707.40,109414.80,15-05-2023,,,,
385,2603,384,2,69838.40,139676.80,14-11-2023,,,,
386,2978,684,5,26139.63,130698.15,25-05-2023,,,,
387,1866,477,5,14398.20,71991.00,16-03-2023,,,,
388,5684,736,2,34272.85,68545.70,22-03-2023,,,,
389,2400,686,4,51611.04,206444.16,06-07-2023,,,,
390,5757,494,3,14628.48,43885.44,10-01-2023,,,,
391,5351,592,4,7290.54,29162.16,10-06-2023,,,,
392,4569,486,5,70174.00,350870.00,14-09-2023,,,,
393,3832,202,1,11135.00,11135.00,12-08-2023,,,,
394,2058,765,1,29113.50,29113.50,29-10-2023,,,,
395,1077,574,3,6449.22,19347.66,23-12-2023,,,,
396,1746,261,3,1692.90,5078.70,13-03-2023,,,,
397,1532,288,1,7848.00,7848.00,12-10-2023,,,,
398,4137,336,4,45299.61,181198.44,25-02-2023,,,,
399,2834,761,5,31789.32,158946.60,05-07-2023,,,,
400,4677,648,1,1807.38,1807.38,22-08-2023,,,,
401,5373,756,2,532.13,1064.25,22-08-2023,,,,
402,1132,622,2,5380.20,10760.40,23-12-2023,,,,
403,1253,445,1,9002.40,9002.40,04-05-2023,,,,
404,2453,327,2,2690.64,5381.28,10-02-2023,,,,
405,5482,704,2,3333.65,6667.29,08-04-2023,,,,
406,3757,393,2,36704.16,73408.32,28-12-2023,,,,
407,2747,754,2,8552.28,17104.56,07-02-2023,,,,
408,5610,713,4,96770.61,387082.44,29-12-2023,,,,
409,2590,490,5,14438.88,72194.40,04-11-2023,,,,
410,1557,304,1,3360.72,3360.72,03-05-2023,,,,
411,4972,426,5,37456.20,187281.00,11-02-2023,,,,
412,1068,281,2,9565.74,19131.48,11-12-2023,,,,
413,5320,601,1,961.88,961.88,09-02-2023,,,,
414,2259,248,4,4438.80,17755.20,01-07-2023,,,,
415,5646,552,1,3619.40,3619.40,20-06-2023,,,,
416,3574,370,2,5902.40,11804.80,07-11-2023,,,,
417,1927,248,4,2010.40,8041.60,13-01-2023,,,,
418,5749,619,2,1418.31,2836.62,21-02-2023,,,,
419,3123,540,5,58398.83,291994.13,12-10-2023,,,,
420,3234,789,2,19012.29,38024.58,20-05-2023,,,,
421,5194,311,2,5058.35,10116.70,10-03-2023,,,,
422,2799,473,3,36287.35,108862.05,04-05-2023,,,,
423,1512,767,4,1305.72,5222.88,08-09-2023,,,,
424,3308,731,5,62120.88,310604.40,21-07-2023,,,,
425,4194,798,1,10633.35,10633.35,16-09-2023,,,,
426,4447,341,2,45788.10,91576.20,31-03-2023,,,,
427,2718,604,4,58903.00,235612.00,19-09-2023,,,,
428,5973,487,3,12153.60,36460.80,20-01-2023,,,,
429,5740,252,2,24404.49,48808.98,05-02-2023,,,,
430,5433,622,5,58924.80,294624.00,26-07-2023,,,,
431,2082,545,3,2026.35,6079.05,04-03-2023,,,,
432,4113,585,4,24458.40,97833.60,12-07-2023,,,,
433,4403,579,1,31886.56,31886.56,17-11-2023,,,,
434,5799,255,1,1075.25,1075.25,22-03-2023,,,,
435,5280,775,4,2595.24,10380.96,05-02-2023,,,,
436,4801,288,1,23077.31,23077.31,19-02-2023,,,,
437,4082,229,5,4039.00,20195.00,05-03-2023,,,,
438,3227,702,2,2910.42,5820.84,22-06-2023,,,,
439,2713,418,2,4245.75,8491.50,20-08-2023,,,,
440,5114,616,3,7248.96,21746.88,24-11-2023,,,,
441,2200,704,2,5944.40,11888.80,21-05-2023,,,,
442,2322,496,5,2278.90,11394.50,07-09-2023,,,,
443,1961,441,1,8552.28,8552.28,02-03-2023,,,,
444,1827,293,2,16855.20,33710.40,24-07-2023,,,,
445,4591,430,5,40779.45,203897.25,04-10-2023,,,,
446,3120,570,2,19895.04,39790.08,22-07-2023,,,,
447,2732,594,5,82506.00,412530.00,13-10-2023,,,,
448,4634,790,4,9626.40,38505.60,13-12-2023,,,,
449,2954,621,2,854.91,1709.82,17-06-2023,,,,
450,5267,749,2,1003.96,2007.92,06-01-2023,,,,
451,2976,590,5,5841.68,29208.40,14-09-2023,,,,
452,3355,528,1,33017.02,33017.02,04-06-2023,,,,
453,1318,600,3,728.28,2184.84,22-01-2023,,,,
454,5485,403,3,4527.09,13581.27,17-02-2023,,,,
455,1860,664,5,13942.80,69714.00,26-07-2023,,,,
456,3638,219,4,15523.38,62093.52,26-02-2023,,,,
457,5029,599,2,3822.66,7645.32,23-06-2023,,,,
458,4157,474,2,2123.64,4247.28,12-07-2023,,,,
459,4094,585,4,6546.64,26186.56,16-11-2023,,,,
460,3800,547,3,13245.57,39736.71,17-09-2023,,,,
461,2590,663,4,2615.73,10462.92,27-09-2023,,,,
462,1393,293,1,37216.36,37216.36,13-06-2023,,,,
463,3177,344,1,6859.00,6859.00,23-01-2023,,,,
464,2820,586,5,1611.96,8059.80,17-01-2023,,,,
